syllabic,sonorant,consonant,continuant,delayed_release,lateral,nasal,strident,voiced,spread_glottis,constricted_glottis,anterior_place,coronal_place,distributed,labial,high_vowel_height,low_vowel_height,back_vowel,rounded,tense,long,velaric
1,1,1,0.5,0.25,0.25,0.25,0.125,0.125,0.125,0.125,0.25,0.25,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.125,0.25
